CLIENTE;EMISSAO;DT.SAIDA;C.E.P.;UF;CEP.ENTR.;UFE
00009-1;13/02/2024;13/02/2024;01510-001;SP;01510-001;SP
00009-1;07/03/2024;07/03/2024;01510-001;SP;01510-001;SP
00009-1;01/04/2024;01/04/2024;01510-001;SP;01510-001;SP
00011-7;05/01/2024;05/01/2024;01258-001;SP;01258-001;SP
00011-7;17/01/2024;17/01/2024;01258-001;SP;01258-001;SP
00011-7;07/02/2024;07/02/2024;01258-001;SP;01258-001;SP
00011-7;28/02/2024;28/02/2024;01258-001;SP;01258-001;SP
00011-7;20/03/2024;20/03/2024;01258-001;SP;01258-001;SP
00013-3;02/01/2024;02/01/2024;05314-000;SP;05314-000;SP
00013-3;03/01/2024;03/01/2024;05314-000;SP;05314-000;SP
00013-3;22/01/2024;22/01/2024;05314-000;SP;05314-000;SP
00013-3;29/01/2024;29/01/2024;05314-000;SP;05314-000;SP
00013-3;02/02/2024;02/02/2024;05314-000;SP;05314-000;SP
00013-3;09/02/2024;09/02/2024;05314-000;SP;05314-000;SP
00013-3;19/02/2024;19/02/2024;05314-000;SP;05314-000;SP
00013-3;22/02/2024;22/02/2024;05314-000;SP;05314-000;SP
00013-3;01/03/2024;01/03/2024;05314-000;SP;05314-000;SP
00013-3;08/03/2024;08/03/2024;05314-000;SP;05314-000;SP
00013-3;13/03/2024;13/03/2024;05314-000;SP;05314-000;SP
00013-3;15/03/2024;15/03/2024;05314-000;SP;05314-000;SP
00013-3;22/03/2024;22/03/2024;05314-000;SP;05314-000;SP
00013-3;28/03/2024;28/03/2024;05314-000;SP;05314-000;SP
00053-9;24/01/2024;24/01/2024;05316-900;SP;05316-900;SP
00053-9;21/03/2024;21/03/2024;05316-900;SP;05316-900;SP
00174-3;19/02/2024;19/02/2024;01024-000;SP;01024-000;SP
00174-3;19/03/2024;19/03/2024;01024-000;SP;01024-000;SP
00950-6;02/01/2024;02/01/2024;01503-010;SP;01503-010;SP
00950-6;20/02/2024;20/02/2024;01503-010;SP;01503-010;SP
00950-6;02/01/2024;02/01/2024;01503-010;SP;01503-010;SP
00950-6;16/01/2024;16/01/2024;01503-010;SP;01503-010;SP
00950-6;18/01/2024;18/01/2024;01503-010;SP;01503-010;SP
00950-6;30/01/2024;30/01/2024;01503-010;SP;01503-010;SP
00950-6;20/02/2024;20/02/2024;01503-010;SP;01503-010;SP
00950-6;05/03/2024;05/03/2024;01503-010;SP;01503-010;SP
00950-6;19/03/2024;19/03/2024;01503-010;SP;01503-010;SP
00950-6;22/03/2024;22/03/2024;01503-010;SP;01503-010;SP
00950-6;27/03/2024;27/03/2024;01503-010;SP;01503-010;SP
00980-3;16/01/2024;16/01/2024;09725-620;SP;09725-620;SP
00980-3;18/01/2024;18/01/2024;09725-620;SP;09725-620;SP
00980-3;07/02/2024;07/02/2024;09725-620;SP;09725-620;SP
00980-3;15/02/2024;15/02/2024;09725-620;SP;09725-620;SP
00980-3;27/02/2024;27/02/2024;09725-620;SP;09725-620;SP
00980-3;07/03/2024;07/03/2024;09725-620;SP;09725-620;SP
00980-3;19/03/2024;19/03/2024;09725-620;SP;09725-620;SP
01051-2;11/03/2024;11/03/2024;04543-000;SP;04543-000;SP
01116-3;20/03/2024;20/03/2024;14801-230;SP;14801-230;SP
01313-6;08/03/2024;08/03/2024;14802-404;SP;14802-404;SP
01323-5;22/01/2024;22/01/2024;19023-450;SP;19023-450;SP
01385-4;13/02/2024;13/02/2024;01511-000;SP;01511-000;SP
01385-4;20/02/2024;20/02/2024;01511-000;SP;01511-000;SP
01385-4;26/03/2024;26/03/2024;01511-000;SP;01511-000;SP
01395-3;17/01/2024;17/01/2024;04046-300;SP;04062-003;SP
01395-3;22/01/2024;22/01/2024;04046-300;SP;04062-003;SP
01395-3;22/02/2024;22/02/2024;04046-300;SP;04062-003;SP
01395-3;26/03/2024;26/03/2024;04046-300;SP;04062-003;SP
01422-5;22/01/2024;22/01/2024;14024-260;SP;14024-260;SP
01422-5;12/02/2024;12/02/2024;14024-260;SP;14024-260;SP
01422-5;19/03/2024;19/03/2024;14024-260;SP;14024-260;SP
01422-5;25/03/2024;25/03/2024;14024-260;SP;14024-260;SP
01434-0;12/01/2024;12/01/2024;04003-041;SP;04003-041;SP
01434-0;20/02/2024;20/02/2024;04003-041;SP;04003-041;SP
01499-3;29/01/2024;29/01/2024;12305-490;SP;12305-490;SP
01538-8;04/03/2024;04/03/2024;01121-000;SP;01121-000;SP
01677-4;08/02/2024;08/02/2024;12245-011;SP;12245-011;SP
01880-4;11/01/2024;11/01/2024;01310-100;SP;01310-100;SP
01880-4;04/03/2024;04/03/2024;01310-100;SP;01310-100;SP
02011-5;09/01/2024;09/01/2024;01506-000;SP;01506-000;SP
02011-5;30/01/2024;30/01/2024;01506-000;SP;01506-000;SP
02011-5;29/02/2024;29/02/2024;01506-000;SP;01506-000;SP
02011-5;26/03/2024;26/03/2024;01506-000;SP;01506-000;SP
02181-6;18/01/2024;18/01/2024;01505-000;SP;01505-000;SP
02181-6;06/03/2024;06/03/2024;01505-000;SP;01505-000;SP
02181-6;14/03/2024;14/03/2024;01505-000;SP;01505-000;SP
02238-4;09/01/2024;09/01/2024;03403-002;SP;03403-002;SP
02238-4;05/02/2024;05/02/2024;03403-002;SP;03403-002;SP
02238-4;08/03/2024;08/03/2024;03403-002;SP;03403-002;SP
02238-4;20/02/2024;20/02/2024;03403-002;SP;03403-002;SP
02238-4;04/03/2024;04/03/2024;03403-002;SP;03403-002;SP
02240-0;05/02/2024;05/02/2024;18031-005;SP;18031-005;SP
02240-0;01/04/2024;01/04/2024;18031-005;SP;18031-005;SP
02246-7;25/01/2024;25/01/2024;01024-100;SP;01024-100;SP
02246-7;30/01/2024;30/01/2024;01024-100;SP;01024-100;SP
02246-7;09/02/2024;09/02/2024;01024-100;SP;01024-100;SP
02246-7;26/03/2024;26/03/2024;01024-100;SP;01024-100;SP
02246-7;27/03/2024;27/03/2024;01024-100;SP;01024-100;SP
02246-7;28/02/2024;28/02/2024;01024-100;SP;01024-100;SP
02246-7;11/03/2024;11/03/2024;01024-100;SP;01024-100;SP
02259-0;31/01/2024;31/01/2024;05512-100;SP;05512-100;SP
02302-8;31/01/2024;31/01/2024;11015-401;SP;11015-401;SP
02302-8;28/02/2024;28/02/2024;11015-401;SP;11015-401;SP
02302-8;13/03/2024;13/03/2024;11015-401;SP;11015-401;SP
02302-8;27/03/2024;27/03/2024;11015-401;SP;11015-401;SP
02381-2;19/01/2024;19/01/2024;02465-100;SP;02465-100;SP
02381-2;07/02/2024;07/02/2024;02465-100;SP;02465-100;SP
02381-2;12/02/2024;12/02/2024;02465-100;SP;02465-100;SP
02381-2;22/02/2024;22/02/2024;02465-100;SP;02465-100;SP
02425-7;10/01/2024;10/01/2024;05051-000;SP;05051-000;SP
02425-7;02/02/2024;02/02/2024;05051-000;SP;05051-000;SP
02425-7;19/02/2024;19/02/2024;05051-000;SP;05051-000;SP
02430-7;03/04/2024;03/04/2024;01123-020;SP;01123-020;SP
02430-7;05/02/2024;05/02/2024;01123-020;SP;01123-020;SP
02430-7;03/04/2024;03/04/2024;01123-020;SP;01123-020;SP
02435-6;10/01/2024;10/01/2024;05581-001;SP;05581-001;SP
02435-6;23/01/2024;23/01/2024;05581-001;SP;05581-001;SP
02435-6;31/01/2024;31/01/2024;05581-001;SP;05581-001;SP
02435-6;27/03/2024;27/03/2024;05581-001;SP;05581-001;SP
02439-8;13/02/2024;13/02/2024;01506-000;SP;01506-000;SP
02439-8;27/03/2024;27/03/2024;01506-000;SP;01506-000;SP
02441-4;14/03/2024;14/03/2024;01510-001;SP;01510-001;SP
02448-9;17/01/2024;17/01/2024;01121-010;SP;01121-010;SP
02448-9;20/03/2024;20/03/2024;01121-010;SP;01121-010;SP
02454-7;19/02/2024;19/02/2024;01123-020;SP;01123-020;SP
02454-7;28/02/2024;28/02/2024;01123-020;SP;01123-020;SP
02454-7;17/01/2024;17/01/2024;01123-020;SP;01123-020;SP
02454-7;28/02/2024;28/02/2024;01123-020;SP;01123-020;SP
02454-7;28/03/2024;28/03/2024;01123-020;SP;01123-020;SP
02475-2;25/01/2024;25/01/2024;04146-051;SP;04146-051;SP
02475-2;02/02/2024;02/02/2024;04146-051;SP;04146-051;SP
02475-2;27/02/2024;27/02/2024;04146-051;SP;04146-051;SP
02475-2;29/02/2024;29/02/2024;04146-051;SP;04146-051;SP
02475-2;26/03/2024;26/03/2024;04146-051;SP;04146-051;SP
02475-2;25/01/2024;25/01/2024;04146-051;SP;04146-051;SP
02475-2;28/02/2024;28/02/2024;04146-051;SP;04146-051;SP
02475-2;06/03/2024;06/03/2024;04146-051;SP;04146-051;SP
02475-2;12/03/2024;12/03/2024;04146-051;SP;04146-051;SP
02475-2;26/03/2024;26/03/2024;04146-051;SP;04146-051;SP
02475-2;01/04/2024;01/04/2024;04146-051;SP;04146-051;SP
02478-6;23/01/2024;23/01/2024;04138-002;SP;04138-002;SP
02478-6;15/01/2024;15/01/2024;04138-002;SP;04138-002;SP
02478-6;23/01/2024;23/01/2024;04138-002;SP;04138-002;SP
02478-6;21/02/2024;21/02/2024;04138-002;SP;04138-002;SP
02478-6;05/03/2024;05/03/2024;04138-002;SP;04138-002;SP
02478-6;12/03/2024;12/03/2024;04138-002;SP;04138-002;SP
02478-6;28/03/2024;28/03/2024;04138-002;SP;04138-002;SP
02481-0;02/01/2024;02/01/2024;01418-100;SP;01418-100;SP
02481-0;09/02/2024;09/02/2024;01418-100;SP;01418-100;SP
02481-0;26/02/2024;26/02/2024;01418-100;SP;01418-100;SP
02481-0;06/03/2024;06/03/2024;01418-100;SP;01418-100;SP
02481-0;19/03/2024;19/03/2024;01418-100;SP;01418-100;SP
02481-0;01/04/2024;01/04/2024;01418-100;SP;01418-100;SP
02484-4;09/02/2024;09/02/2024;01242-010;SP;01242-010;SP
02484-4;04/03/2024;04/03/2024;01242-010;SP;01242-010;SP
02484-4;06/03/2024;06/03/2024;01242-010;SP;01242-010;SP
02484-4;01/04/2024;01/04/2024;01242-010;SP;01242-010;SP
02488-5;02/01/2024;02/01/2024;08676-420;SP;08676-420;SP
02494-3;01/04/2024;01/04/2024;05303-000;SP;05303-000;SP
02497-6;04/01/2024;04/01/2024;04134-020;SP;04134-020;SP
02497-6;30/01/2024;30/01/2024;04134-020;SP;04134-020;SP
02497-6;12/03/2024;12/03/2024;04134-020;SP;04134-020;SP
02505-6;23/01/2024;23/01/2024;01026-000;SP;01026-000;SP
02509-8;02/01/2024;02/01/2024;06345-290;SP;06345-290;SP
02509-8;26/01/2024;26/01/2024;06345-290;SP;06345-290;SP
02509-8;27/02/2024;27/02/2024;06345-290;SP;06345-290;SP
02509-8;26/03/2024;26/03/2024;06345-290;SP;06345-290;SP
02513-0;06/03/2024;06/03/2024;04530-001;SP;04530-001;SP
02513-0;26/01/2024;26/01/2024;04530-001;SP;04530-001;SP
02513-0;19/02/2024;19/02/2024;04530-001;SP;04530-001;SP
02536-1;10/01/2024;10/01/2024;01123-020;SP;01123-020;SP
02536-1;16/02/2024;16/02/2024;01123-020;SP;01123-020;SP
02536-1;20/03/2024;20/03/2024;01123-020;SP;01123-020;SP
02539-5;30/01/2024;30/01/2024;01024-000;SP;01024-000;SP
02561-9;02/02/2024;02/02/2024;01510-001;SP;01510-001;SP
02571-8;09/01/2024;09/01/2024;03309-001;SP;03309-001;SP
02571-8;25/01/2024;25/01/2024;03309-001;SP;03309-001;SP
02571-8;08/02/2024;08/02/2024;03309-001;SP;03309-001;SP
02571-8;29/02/2024;29/02/2024;03309-001;SP;03309-001;SP
02571-8;19/03/2024;19/03/2024;03309-001;SP;03309-001;SP
02572-6;04/01/2024;04/01/2024;04146-051;SP;04146-051;SP
02572-6;15/02/2024;15/02/2024;04146-051;SP;04146-051;SP
02579-1;09/01/2024;09/01/2024;01506-020;SP;01506-020;SP
02579-1;11/01/2024;11/01/2024;01506-020;SP;01506-020;SP
02579-1;18/01/2024;18/01/2024;01506-020;SP;01506-020;SP
02579-1;30/01/2024;30/01/2024;01506-020;SP;01506-020;SP
02579-1;20/02/2024;20/02/2024;01506-020;SP;01506-020;SP
02579-1;14/03/2024;14/03/2024;01506-020;SP;01506-020;SP
02579-1;26/03/2024;26/03/2024;01506-020;SP;01506-020;SP
02580-9;02/01/2024;02/01/2024;01503-020;SP;01503-020;SP
02580-9;09/01/2024;09/01/2024;01503-020;SP;01503-020;SP
02580-9;25/01/2024;25/01/2024;01503-020;SP;01503-020;SP
02580-9;08/02/2024;08/02/2024;01503-020;SP;01503-020;SP
02580-9;27/02/2024;27/02/2024;01503-020;SP;01503-020;SP
02580-9;29/02/2024;29/02/2024;01503-020;SP;01503-020;SP
02580-9;14/03/2024;14/03/2024;01503-020;SP;01503-020;SP
02580-9;26/03/2024;26/03/2024;01503-020;SP;01503-020;SP
02590-8;10/01/2024;10/01/2024;13082-020;SP;13082-020;SP
02590-8;24/01/2024;24/01/2024;13082-020;SP;13082-020;SP
02590-8;07/02/2024;07/02/2024;13082-020;SP;13082-020;SP
02590-8;06/03/2024;06/03/2024;13082-020;SP;13082-020;SP
02590-8;20/03/2024;20/03/2024;13082-020;SP;13082-020;SP
02601-3;25/01/2024;25/01/2024;01506-020;SP;01506-020;SP
02601-3;15/02/2024;15/02/2024;01506-020;SP;01506-020;SP
02601-3;12/03/2024;12/03/2024;01506-020;SP;01506-020;SP
02601-3;22/03/2024;22/03/2024;01506-020;SP;01506-020;SP
02603-9;11/01/2024;11/01/2024;01506-020;SP;01506-020;SP
02603-9;17/01/2024;17/01/2024;01506-020;SP;01506-020;SP
02603-9;14/03/2024;14/03/2024;01506-020;SP;01506-020;SP
02623-7;04/01/2024;04/01/2024;08675-000;SP;08675-000;SP
02623-7;13/02/2024;13/02/2024;08675-000;SP;08675-000;SP
02630-2;17/01/2024;17/01/2024;03658-000;SP;03658-000;SP
02630-2;20/02/2024;20/02/2024;03658-000;SP;03658-000;SP
02630-2;12/03/2024;12/03/2024;03658-000;SP;03658-000;SP
02657-5;15/01/2024;15/01/2024;08675-000;SP;08675-000;SP
02657-5;20/03/2024;20/03/2024;08675-000;SP;08675-000;SP
02667-4;05/02/2024;05/02/2024;01506-000;SP;01506-000;SP
02667-4;30/01/2024;30/01/2024;01506-000;SP;01506-000;SP
02682-3;27/02/2024;27/02/2024;01510-001;SP;01510-001;SP
02682-3;14/03/2024;14/03/2024;01510-001;SP;01510-001;SP
02696-3;17/01/2024;17/01/2024;06709-015;SP;06709-015;SP
02712-8;22/01/2024;22/01/2024;02413-000;SP;02413-000;SP
02714-4;08/01/2024;08/01/2024;04709-110;SP;04709-110;SP
02714-4;15/01/2024;15/01/2024;04709-110;SP;04709-110;SP
02714-4;29/01/2024;29/01/2024;04709-110;SP;04709-110;SP
02714-4;05/02/2024;05/02/2024;04709-110;SP;04709-110;SP
02714-4;12/02/2024;12/02/2024;04709-110;SP;04709-110;SP
02714-4;19/02/2024;19/02/2024;04709-110;SP;04709-110;SP
02714-4;26/02/2024;26/02/2024;04709-110;SP;04709-110;SP
02714-4;04/03/2024;04/03/2024;04709-110;SP;04709-110;SP
02714-4;11/03/2024;11/03/2024;04709-110;SP;04709-110;SP
02714-4;18/03/2024;18/03/2024;04709-110;SP;04709-110;SP
02714-4;25/03/2024;25/03/2024;04709-110;SP;04709-110;SP
02714-4;01/04/2024;01/04/2024;04709-110;SP;04709-110;SP
02722-7;25/01/2024;25/01/2024;03321-000;SP;03321-000;SP
02735-9;02/01/2024;02/01/2024;09070-210;SP;09070-210;SP
02748-2;22/01/2024;22/01/2024;05512-300;SP;05512-300;SP
02748-2;19/02/2024;19/02/2024;05512-300;SP;05512-300;SP
02748-2;25/03/2024;25/03/2024;05512-300;SP;05512-300;SP
02767-2;28/03/2024;28/03/2024;01506-020;SP;01506-020;SP
02770-6;02/01/2024;02/01/2024;01506-020;SP;01506-020;SP
02770-6;18/01/2024;18/01/2024;01506-020;SP;01506-020;SP
02770-6;15/02/2024;15/02/2024;01506-020;SP;01506-020;SP
02770-6;20/02/2024;20/02/2024;01506-020;SP;01506-020;SP
02770-6;12/03/2024;12/03/2024;01506-020;SP;01506-020;SP
02770-6;26/03/2024;26/03/2024;01506-020;SP;01506-020;SP
02770-6;01/04/2024;01/04/2024;01506-020;SP;01506-020;SP
02786-2;18/01/2024;18/01/2024;02022-000;SP;02022-000;SP
02786-2;07/02/2024;07/02/2024;02022-000;SP;02022-000;SP
02793-8;02/01/2024;02/01/2024;03310-000;SP;03310-000;SP
02793-8;06/02/2024;06/02/2024;03310-000;SP;03310-000;SP
02793-8;07/03/2024;07/03/2024;03310-000;SP;03310-000;SP
02797-9;22/02/2024;22/02/2024;05537-000;SP;05537-000;SP
02797-9;22/03/2024;22/03/2024;05537-000;SP;05537-000;SP
02801-9;05/02/2024;05/02/2024;07012-020;SP;07012-020;SP
02801-9;21/02/2024;21/02/2024;07012-020;SP;07012-020;SP
02801-9;28/03/2024;28/03/2024;07012-020;SP;07012-020;SP
02819-1;06/03/2024;06/03/2024;04533-003;SP;04533-003;SP
02839-9;02/01/2024;02/01/2024;03342-000;SP;03342-000;SP
02839-9;06/02/2024;06/02/2024;03342-000;SP;03342-000;SP
02839-9;07/03/2024;07/03/2024;03342-000;SP;03342-000;SP
02843-1;08/01/2024;08/01/2024;02404-070;SP;02404-070;SP
02843-1;31/01/2024;31/01/2024;02404-070;SP;02404-070;SP
02843-1;21/02/2024;21/02/2024;02404-070;SP;02404-070;SP
02843-1;25/03/2024;25/03/2024;02404-070;SP;02404-070;SP
02852-2;05/02/2024;05/02/2024;03527-908;SP;03527-908;SP
02852-2;15/02/2024;15/02/2024;03527-908;SP;03527-908;SP
02852-2;12/03/2024;12/03/2024;03527-908;SP;03527-908;SP
02876-1;17/01/2024;17/01/2024;05421-000;SP;05421-000;SP
02876-1;08/02/2024;08/02/2024;05421-000;SP;05421-000;SP
02876-1;08/03/2024;08/03/2024;05421-000;SP;05421-000;SP
02876-1;20/03/2024;20/03/2024;05421-000;SP;05421-000;SP
02924-9;07/02/2024;07/02/2024;13075-250;SP;13073-141;SP
02928-0;15/01/2024;15/01/2024;04548-004;SP;04548-004;SP
02928-0;05/02/2024;05/02/2024;04548-004;SP;04548-004;SP
02928-0;04/03/2024;04/03/2024;04548-004;SP;04548-004;SP
02928-0;19/03/2024;19/03/2024;04548-004;SP;04548-004;SP
02928-0;01/04/2024;01/04/2024;04548-004;SP;04548-004;SP
02938-9;06/03/2024;06/03/2024;01507-000;SP;01507-000;SP
02977-7;13/02/2024;13/02/2024;02511-000;SP;02511-000;SP
02979-3;08/02/2024;08/02/2024;04021-070;SP;04021-070;SP
02997-5;23/01/2024;23/01/2024;09080-500;SP;09080-500;SP
02997-5;15/02/2024;15/02/2024;09080-500;SP;09080-500;SP
02997-5;12/03/2024;12/03/2024;09080-500;SP;09080-500;SP
02998-3;18/01/2024;18/01/2024;03126-000;SP;03126-000;SP
02998-3;13/02/2024;13/02/2024;03126-000;SP;03126-000;SP
02998-3;22/02/2024;22/02/2024;03126-000;SP;03126-000;SP
02998-3;07/03/2024;07/03/2024;03126-000;SP;03126-000;SP
02998-3;27/03/2024;27/03/2024;03126-000;SP;03126-000;SP
03007-2;03/01/2024;03/01/2024;06541-085;SP;06541-085;SP
03007-2;12/02/2024;12/02/2024;06541-085;SP;06541-085;SP
03014-8;05/02/2024;05/02/2024;06028-105;SP;06028-105;SP
03014-8;05/02/2024;05/02/2024;06028-105;SP;06028-105;SP
03014-8;01/02/2024;01/02/2024;06028-105;SP;06028-105;SP
03014-8;29/02/2024;29/02/2024;06028-105;SP;06028-105;SP
03014-8;15/03/2024;15/03/2024;06028-105;SP;06028-105;SP
03014-8;27/03/2024;27/03/2024;06028-105;SP;06028-105;SP
03015-5;25/03/2024;25/03/2024;02675-031;SP;02675-031;SP
03036-1;02/01/2024;02/01/2024;04515-010;SP;04515-010;SP
03036-1;29/01/2024;29/01/2024;04515-010;SP;04515-010;SP
03036-1;04/03/2024;04/03/2024;04515-010;SP;04515-010;SP
03045-2;11/01/2024;11/01/2024;13570-410;SP;13570-410;SP
03045-2;17/01/2024;17/01/2024;13570-410;SP;13570-410;SP
03048-6;06/02/2024;06/02/2024;04168-040;SP;04168-040;SP
03048-6;08/01/2024;08/01/2024;04168-040;SP;04168-040;SP
03048-6;07/03/2024;07/03/2024;04168-040;SP;04168-040;SP
03048-6;26/03/2024;26/03/2024;04168-040;SP;04168-040;SP
03048-6;28/03/2024;28/03/2024;04168-040;SP;04168-040;SP
03056-9;12/02/2024;12/02/2024;04558-005;SP;04558-005;SP
03056-9;21/02/2024;21/02/2024;04558-005;SP;04558-005;SP
03058-5;21/03/2024;21/03/2024;01508-001;SP;01508-001;SP
03074-2;19/03/2024;19/03/2024;01401-000;SP;01401-000;SP
03107-0;19/03/2024;19/03/2024;06754-050;SP;06754-050;SP
03107-0;12/03/2024;12/03/2024;06754-050;SP;06754-050;SP
03107-0;14/03/2024;14/03/2024;06754-050;SP;06754-050;SP
03133-6;28/02/2024;28/02/2024;05305-007;SP;05305-007;SP
03133-6;19/03/2024;19/03/2024;05305-007;SP;05305-007;SP
03139-3;09/02/2024;09/02/2024;01426-001;SP;01411-000;SP
03139-3;18/03/2024;18/03/2024;01426-001;SP;01411-000;SP
03139-3;26/03/2024;26/03/2024;01426-001;SP;01411-000;SP
03149-2;04/03/2024;04/03/2024;04036-000;SP;04036-000;SP
03150-0;20/02/2024;20/02/2024;03307-005;SP;03307-005;SP
03150-0;26/03/2024;26/03/2024;03307-005;SP;03307-005;SP
03151-8;18/03/2024;18/03/2024;05405-250;SP;05405-250;SP
03152-6;19/02/2024;19/02/2024;01304-001;SP;01304-001;SP
03152-6;26/03/2024;26/03/2024;01304-001;SP;01304-001;SP
03153-4;26/02/2024;26/02/2024;05533-000;SP;05533-000;SP
03154-2;04/03/2024;04/03/2024;04003-040;SP;04003-040;SP
03155-9;19/03/2024;19/03/2024;01504-000;SP;01504-000;SP
03156-7;19/02/2024;19/02/2024;01048-100;SP;01048-100;SP
03169-0;16/02/2024;16/02/2024;04671-090;SP;04671-090;SP
03186-4;27/02/2024;27/02/2024;16901-100;SP;16901-100;SP
03207-8;17/01/2024;17/01/2024;05724-003;SP;05724-003;SP
03207-8;21/02/2024;21/02/2024;05724-003;SP;05724-003;SP
03207-8;25/03/2024;25/03/2024;05724-003;SP;05724-003;SP
03257-3;09/01/2024;09/01/2024;03356-030;SP;03356-030;SP
03257-3;23/01/2024;23/01/2024;03356-030;SP;03356-030;SP
03257-3;30/01/2024;30/01/2024;03356-030;SP;03356-030;SP
03257-3;06/02/2024;06/02/2024;03356-030;SP;03356-030;SP
03257-3;08/02/2024;08/02/2024;03356-030;SP;03356-030;SP
03257-3;09/02/2024;09/02/2024;03356-030;SP;03356-030;SP
03257-3;13/02/2024;13/02/2024;03356-030;SP;03356-030;SP
03257-3;19/02/2024;19/02/2024;03356-030;SP;03356-030;SP
03257-3;27/02/2024;27/02/2024;03356-030;SP;03356-030;SP
03257-3;28/02/2024;28/02/2024;03356-030;SP;03356-030;SP
03257-3;05/03/2024;05/03/2024;03356-030;SP;03356-030;SP
03257-3;11/03/2024;11/03/2024;03356-030;SP;03356-030;SP
03257-3;19/03/2024;19/03/2024;03356-030;SP;03356-030;SP
03257-3;25/03/2024;25/03/2024;03356-030;SP;03356-030;SP
03257-3;01/04/2024;01/04/2024;03356-030;SP;03356-030;SP
03282-1;02/01/2024;02/01/2024;09080-370;SP;09080-370;SP
03282-1;04/01/2024;04/01/2024;09080-370;SP;09080-370;SP
03282-1;05/03/2024;05/03/2024;09080-370;SP;09080-370;SP
03289-6;07/02/2024;07/02/2024;13105-168;SP;13105-168;SP
03289-6;21/02/2024;21/02/2024;13105-168;SP;13105-168;SP
03289-6;05/03/2024;05/03/2024;13105-168;SP;13105-168;SP
03289-6;06/03/2024;06/03/2024;13105-168;SP;13105-168;SP
03289-6;20/03/2024;20/03/2024;13105-168;SP;13105-168;SP
03289-6;03/04/2024;03/04/2024;13105-168;SP;13105-168;SP
03289-6;10/01/2024;10/01/2024;13105-168;SP;13105-168;SP
03289-6;24/01/2024;24/01/2024;13105-168;SP;13105-168;SP
03335-7;01/03/2024;01/03/2024;05085-000;SP;05085-000;SP
03342-3;21/03/2024;21/03/2024;01412-000;SP;01412-000;SP
03356-3;02/01/2024;02/01/2024;05004-000;SP;05004-000;SP
03356-3;13/03/2024;13/03/2024;05004-000;SP;05004-000;SP
03379-5;22/01/2024;22/01/2024;05335-000;SP;05335-000;SP
03379-5;16/02/2024;16/02/2024;05335-000;SP;05335-000;SP
03386-0;01/02/2024;01/02/2024;18700-180;SP;18700-180;SP
03405-8;05/02/2024;05/02/2024;01453-020;SP;01453-020;SP
03405-8;25/03/2024;25/03/2024;01453-020;SP;01453-020;SP
03405-8;01/04/2024;01/04/2024;01453-020;SP;01453-020;SP
03411-6;13/03/2024;13/03/2024;06026-090;SP;06026-090;SP
03422-3;09/02/2024;09/02/2024;04547-004;SP;04547-004;SP
03422-3;25/03/2024;25/03/2024;04547-004;SP;04547-004;SP
03431-4;04/01/2024;04/01/2024;04127-000;SP;04127-000;SP
03431-4;01/02/2024;01/02/2024;04127-000;SP;04127-000;SP
03431-4;07/03/2024;07/03/2024;04127-000;SP;04127-000;SP
03431-4;19/03/2024;19/03/2024;04127-000;SP;04127-000;SP
03441-3;29/02/2024;29/02/2024;12030-212;SP;12030-212;SP
03441-3;27/03/2024;27/03/2024;12030-212;SP;12030-212;SP
03473-6;13/02/2024;13/02/2024;05402-918;SP;05402-918;SP
03473-6;11/03/2024;11/03/2024;05402-918;SP;05402-918;SP
03487-6;11/01/2024;11/01/2024;03066-030;SP;03066-030;SP
03487-6;06/02/2024;06/02/2024;03066-030;SP;03066-030;SP
03493-4;11/01/2024;11/01/2024;02113-000;SP;02113-000;SP
03493-4;13/02/2024;13/02/2024;02113-000;SP;02113-000;SP
03493-4;28/03/2024;28/03/2024;02113-000;SP;02113-000;SP
03494-2;09/01/2024;09/01/2024;09750-660;SP;09750-660;SP
03494-2;22/01/2024;22/01/2024;09750-660;SP;09750-660;SP
03523-8;05/01/2024;05/01/2024;08675-060;SP;08675-060;SP
03523-8;07/02/2024;07/02/2024;08675-060;SP;08675-060;SP
03540-2;09/02/2024;09/02/2024;08674-175;SP;08674-175;SP
03540-2;05/03/2024;05/03/2024;08674-175;SP;08674-175;SP
03540-2;02/01/2024;02/01/2024;08674-175;SP;08674-175;SP
03540-2;10/01/2024;10/01/2024;08674-175;SP;08674-175;SP
03540-2;12/01/2024;12/01/2024;08674-175;SP;08674-175;SP
03540-2;19/01/2024;19/01/2024;08674-175;SP;08674-175;SP
03540-2;24/01/2024;24/01/2024;08674-175;SP;08674-175;SP
03540-2;25/01/2024;25/01/2024;08674-175;SP;08674-175;SP
03540-2;05/02/2024;05/02/2024;08674-175;SP;08674-175;SP
03540-2;09/02/2024;09/02/2024;08674-175;SP;08674-175;SP
03540-2;16/02/2024;16/02/2024;08674-175;SP;08674-175;SP
03540-2;26/02/2024;26/02/2024;08674-175;SP;08674-175;SP
03540-2;05/03/2024;05/03/2024;08674-175;SP;08674-175;SP
03540-2;06/03/2024;06/03/2024;08674-175;SP;08674-175;SP
03540-2;11/03/2024;11/03/2024;08674-175;SP;08674-175;SP
03540-2;18/03/2024;18/03/2024;08674-175;SP;08674-175;SP
03540-2;26/03/2024;26/03/2024;08674-175;SP;08674-175;SP
03540-2;03/04/2024;03/04/2024;08674-175;SP;08674-175;SP
03558-4;02/01/2024;02/01/2024;08010-220;SP;08010-220;SP
03558-4;08/02/2024;08/02/2024;08010-220;SP;08010-220;SP
